,movieId,title,genres,rating_avg,year,total_votes
7416,80549,Easy A ,Comedy|Romance,3.8,2010,27.0
1435,1958,Terms of Endearment ,Comedy|Drama,3.8,1983,22.0
1792,2391,"Simple Plan, A ",Crime|Drama|Thriller,3.8,1998,22.0
6556,54995,Planet Terror ,Action|Horror|Sci-Fi,3.8,2007,22.0
5347,8914,Primer ,Drama|Sci-Fi,3.79,2004,17.0
1252,1663,Stripes ,Comedy|War,3.79,1981,34.0
2793,3735,Serpico ,Crime|Drama,3.79,1973,17.0
3495,4776,Training Day ,Crime|Drama|Thriller,3.79,2001,51.0
6258,47099,"Pursuit of Happyness, The ",Drama,3.79,2006,46.0
506,588,Aladdin ,Adventure|Animation|Children|Comedy|Musical,3.79,1992,183.0
1957,2596,SLC Punk! ,Comedy|Drama,3.79,1998,12.0
5734,30749,Hotel Rwanda ,Drama|War,3.79,2004,48.0
8039,98243,Rise of the Guardians ,Adventure|Animation|Children|Fantasy|IMAX,3.79,2012,12.0
7620,87232,X-Men: First Class ,Action|Adventure|Sci-Fi|Thriller|War,3.79,2011,43.0
1687,2268,"Few Good Men, A ",Crime|Drama|Thriller,3.79,1992,57.0
2641,3535,American Psycho ,Crime|Horror|Mystery|Thriller,3.79,2000,59.0
4644,6942,Love Actually ,Comedy|Drama|Romance,3.79,2003,59.0
5269,8665,"Bourne Supremacy, The ",Action|Crime|Thriller,3.79,2004,75.0
5072,7980,"Bridge Too Far, A ",Action|Drama|War,3.79,1977,7.0
6121,43396,"World's Fastest Indian, The ",Drama,3.79,2005,7.0
6687,58154,"Other Boleyn Girl, The ",Drama|Romance,3.79,2008,7.0
4934,7419,After Hours ,Comedy|Thriller,3.79,1985,7.0
7722,90439,Margin Call ,Drama|Thriller,3.79,2011,7.0
8687,122896,Pirates of the Caribbean: Dead Men Tell No Tales ,(no genres listed),3.79,2017,7.0
3806,5325,Dogtown and Z-Boyz ,Documentary,3.79,2001,7.0
2289,3036,"Quest for Fire (Guerre du feu, La) ",Adventure|Drama,3.79,1981,7.0
7263,74545,"Ghost Writer, The ",Drama|Mystery|Thriller,3.79,2010,7.0
4493,6645,THX 1138 ,Action|Adventure|Drama|Sci-Fi,3.79,1971,7.0
5158,8340,Escape from Alcatraz ,Drama|Thriller,3.79,1979,7.0
243,281,Nobody's Fool ,Comedy|Drama|Romance,3.79,1994,14.0
981,1282,Fantasia ,Animation|Children|Fantasy|Musical,3.78,1940,53.0
89,101,Bottle Rocket ,Adventure|Comedy|Crime|Romance,3.78,1996,23.0
4064,5791,Frida ,Drama|Romance,3.78,2002,16.0
1031,1343,Cape Fear ,Thriller,3.78,1991,25.0
291,333,Tommy Boy ,Comedy,3.78,1995,50.0
6276,47610,"Illusionist, The ",Drama|Fantasy|Mystery|Romance,3.78,2006,43.0
8372,109374,"Grand Budapest Hotel, The ",Comedy|Drama,3.78,2014,52.0
1445,1968,"Breakfast Club, The ",Comedy|Drama,3.78,1985,113.0
4427,6539,Pirates of the Caribbean: The Curse of the Black Pearl ,Action|Adventure|Comedy|Fantasy,3.78,2003,149.0
5987,36535,Everything Is Illuminated ,Comedy|Drama,3.78,2005,9.0
6477,52885,Paprika (Papurika) ,Animation|Mystery|Sci-Fi,3.78,2006,9.0
8123,101142,"Croods, The ",Adventure|Animation|Comedy,3.78,2013,9.0
2747,3685,Prizzi's Honor ,Comedy|Drama|Romance,3.78,1985,9.0
3245,4387,Kiss of the Dragon ,Action,3.78,2001,9.0
2213,2941,South Pacific ,Musical|Romance|War,3.78,1958,9.0
4804,7158,House of Sand and Fog ,Drama,3.78,2003,9.0
1797,2396,Shakespeare in Love ,Comedy|Drama|Romance,3.78,1998,92.0
7090,70286,District 9 ,Mystery|Sci-Fi|Thriller,3.78,2009,65.0
16,17,Sense and Sensibility ,Drama|Romance,3.78,1995,67.0
7894,94959,Moonrise Kingdom ,Comedy|Drama|Romance,3.78,2012,29.0
4012,5669,Bowling for Columbine ,Documentary,3.78,2002,58.0
61,69,Friday ,Comedy,3.78,1995,20.0
2038,2716,Ghostbusters (a.k.a. Ghost Busters) ,Action|Comedy|Sci-Fi,3.78,1984,120.0
3548,4855,Dirty Harry ,Action|Crime|Thriller,3.78,1971,20.0
6031,39292,"Good Night, and Good Luck. ",Crime|Drama,3.78,2005,20.0
6861,62374,Body of Lies ,Action|Drama|Thriller,3.77,2008,11.0
1593,2135,Doctor Dolittle ,Adventure|Children|Musical,3.77,1967,11.0
5263,8641,Anchorman: The Legend of Ron Burgundy ,Comedy,3.77,2004,57.0
512,595,Beauty and the Beast ,Animation|Children|Fantasy|Musical|Romance|IMAX,3.77,1991,146.0
2722,3654,"Guns of Navarone, The ",Action|Adventure|Drama|War,3.77,1961,13.0
2658,3556,"Virgin Suicides, The ",Drama|Romance,3.77,1999,26.0
3302,4467,"Adventures of Baron Munchausen, The ",Adventure|Comedy|Fantasy,3.77,1988,13.0
8541,115210,Fury ,Action|Drama|War,3.77,2014,13.0
4604,6857,Ninja Scroll (Jûbei ninpûchô) ,Action|Adventure|Animation|Fantasy,3.77,1995,13.0
2002,2664,Invasion of the Body Snatchers ,Horror|Sci-Fi|Thriller,3.77,1956,13.0
4683,6993,Hannah and Her Sisters ,Comedy|Drama|Romance,3.77,1986,13.0
6725,58998,Forgetting Sarah Marshall ,Comedy|Romance,3.77,2008,39.0
2297,3044,Dead Again ,Mystery|Romance|Thriller,3.77,1991,13.0
6638,56367,Juno ,Comedy|Drama|Romance,3.77,2007,65.0
6878,62849,RocknRolla ,Action|Crime,3.77,2008,13.0
8451,112175,How to Train Your Dragon 2 ,Action|Adventure|Animation,3.77,2014,15.0
697,915,Sabrina ,Comedy|Romance,3.77,1954,30.0
836,1097,E.T. the Extra-Terrestrial ,Children|Drama|Sci-Fi,3.77,1982,122.0
295,337,What's Eating Gilbert Grape ,Drama,3.77,1993,77.0
1057,1374,Star Trek II: The Wrath of Khan ,Action|Adventure|Sci-Fi|Thriller,3.77,1982,62.0
7645,88129,Drive ,Crime|Drama|Film-Noir|Thriller,3.77,2011,32.0
3650,5014,I Am Sam ,Drama,3.76,2001,17.0
6358,49530,Blood Diamond ,Action|Adventure|Crime|Drama|Thriller|War,3.76,2006,53.0
7770,91542,Sherlock Holmes: A Game of Shadows ,Action|Adventure|Comedy|Crime|Mystery|Thriller,3.76,2011,38.0
7605,86833,Bridesmaids ,Comedy,3.76,2011,21.0
3574,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) ,Adventure|Children|Fantasy,3.76,2001,107.0
5305,8798,Collateral ,Action|Crime|Drama|Thriller,3.76,2004,44.0
7469,81932,"Fighter, The ",Drama,3.76,2010,23.0
996,1298,Pink Floyd: The Wall ,Drama|Musical,3.76,1982,23.0
1232,1641,"Full Monty, The ",Comedy|Drama,3.76,1997,56.0
234,272,"Madness of King George, The ",Comedy|Drama,3.76,1994,31.0
6063,40819,Walk the Line ,Drama|Musical|Romance,3.76,2005,39.0
4944,7451,Mean Girls ,Comedy,3.76,2004,39.0
4708,7025,"Midnight Clear, A ",Drama|War,3.75,1992,2.0
8121,101088,Stoker ,Drama|Mystery|Thriller,3.75,2013,2.0
7482,82378,All Good Things ,Drama|Mystery|Thriller,3.75,2010,2.0
7561,85412,"Troll Hunter, The (Trolljegeren) ",Fantasy|Horror,3.75,2010,2.0
418,480,Jurassic Park ,Action|Adventure|Sci-Fi|Thriller,3.75,1993,238.0
7518,84189,I Spit on Your Grave ,Crime|Horror|Thriller,3.75,2010,2.0
3335,4518,The Lair of the White Worm ,Comedy|Horror,3.75,1988,4.0
3314,4484,Camille Claudel ,Drama,3.75,1988,2.0
6152,44193,She's the Man ,Comedy|Romance,3.75,2006,6.0
7483,82459,True Grit ,Western,3.75,2010,28.0
8798,130087,The Cobbler ,Comedy|Drama|Fantasy,3.75,2015,2.0
5118,8154,"Dolce Vita, La ",Drama,3.75,1960,6.0
8387,109850,Need for Speed ,Action|Crime|Drama|IMAX,3.75,2014,2.0
4982,7647,Noises Off... ,Comedy,3.75,1992,2.0
8632,118985,Big Eyes ,Drama,3.75,2014,2.0
6321,48598,Infamous ,Drama,3.75,2006,2.0
4926,7386,"Ten Commandments, The ",Adventure|Drama,3.75,1956,4.0
8135,101741,Trance ,Crime|Thriller,3.75,2013,2.0
6380,50160,Miss Potter ,Drama,3.75,2006,2.0
8863,133712,Office Romance ,Comedy|Romance,3.75,1977,2.0
679,897,For Whom the Bell Tolls ,Adventure|Drama|Romance|War,3.75,1943,2.0
721,941,"Mark of Zorro, The ",Adventure,3.75,1940,2.0
3188,4297,Pelle the Conqueror (Pelle erobreren) ,Drama,3.75,1987,2.0
8593,117545,Asterix: The Land of the Gods (Astérix: Le domaine des dieux) ,Animation,3.75,2014,2.0
8412,110669,"Honest Liar, An ",Comedy|Documentary,3.75,2014,2.0
8850,132660,Man Up ,Comedy|Romance,3.75,2015,2.0
6287,47894,"Wind That Shakes the Barley, The ",Drama|War,3.75,2006,4.0
5026,7820,"Virgin Spring, The (Jungfrukällan) ",Crime|Drama,3.75,1960,2.0
4690,7001,Invasion of the Body Snatchers ,Horror|Mystery|Sci-Fi|Thriller,3.75,1978,6.0
1294,1727,"Horse Whisperer, The ",Drama|Romance,3.75,1998,4.0
3255,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) ",Comedy|Drama,3.75,1964,2.0
1882,2501,October Sky ,Drama,3.75,1999,30.0
8164,102684,Only God Forgives ,Drama|Thriller,3.75,2013,2.0
3280,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) ",Action|Thriller,3.75,1971,2.0
3583,4912,Funny Girl ,Drama|Musical|Romance,3.75,1968,4.0
4781,7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) ,Animation|Drama|Sci-Fi|War,3.75,1987,2.0
4767,7093,"Front Page, The ",Comedy,3.75,1974,2.0
8832,131826,Iliza Shlesinger: Freezing Hot ,Comedy,3.75,2015,2.0
397,456,Fresh ,Crime|Drama|Thriller,3.75,1994,4.0
6526,54185,Manufactured Landscapes ,Documentary,3.75,2006,2.0
5036,7841,Children of Dune ,Fantasy|Sci-Fi,3.75,2003,2.0
4377,6412,Destry Rides Again ,Comedy|Western,3.75,1939,2.0
6167,44613,Take the Lead ,Drama,3.75,2006,2.0
3993,5633,Heaven ,Drama,3.75,2002,2.0
4376,6410,Car Wash ,Comedy,3.75,1976,2.0
3203,4322,Eight Men Out ,Drama,3.75,1988,10.0
429,492,Manhattan Murder Mystery ,Comedy|Mystery,3.75,1993,14.0
3411,4640,Brother ,Action|Crime|Thriller,3.75,2000,4.0
7077,69805,"Librarian, The: The Curse of the Judas Chalice ",Action|Adventure|Fantasy,3.75,2008,2.0
3213,4339,Von Ryan's Express ,Action|Adventure|Drama|War,3.75,1965,4.0
4737,7059,National Velvet ,Children|Drama,3.75,1944,2.0
8746,127204,The Overnight ,Comedy,3.75,2015,2.0
8745,127202,Me and Earl and the Dying Girl ,Drama,3.75,2015,6.0
4673,6981,"Ordet (Word, The) ",Drama,3.75,1955,2.0
8260,104944,Short Term 12 ,Drama,3.75,2013,2.0
8268,105250,"Century of the Self, The ",Documentary,3.75,2002,2.0
8307,106839,Mandela: Long Walk to Freedom ,Drama,3.75,2013,2.0
4366,6385,Whale Rider ,Drama,3.75,2002,14.0
6582,55253,"Lust, Caution (Se, jie) ",Drama|Romance|Thriller|War,3.75,2007,4.0
6197,45175,Kinky Boots ,Comedy|Drama,3.75,2005,4.0
6366,49793,We Are Marshall ,Drama,3.75,2006,2.0
8716,125974,Halloweentown High ,Adventure|Children|Comedy|Fantasy,3.75,2004,2.0
6369,49910,Freedom Writers ,Drama,3.75,2007,4.0
4666,6970,Desk Set ,Comedy|Romance,3.75,1957,2.0
3220,4349,Catch-22 ,Comedy|War,3.75,1970,8.0
1241,1650,Washington Square ,Drama,3.75,1997,2.0
1115,1454,SubUrbia ,Comedy|Drama,3.75,1997,6.0
6465,52644,Vacancy ,Horror|Thriller,3.75,2007,2.0
7537,84942,Drive Angry ,Action|Fantasy|Thriller,3.75,2011,2.0
8757,128360,The Hateful Eight ,Western,3.75,2015,18.0
8022,97913,Wreck-It Ralph ,Animation|Comedy,3.75,2012,22.0
8247,104457,You're Next ,Horror|Thriller,3.75,2011,2.0
3942,5544,Time After Time ,Sci-Fi|Thriller,3.75,1979,4.0
5047,7889,Pat Garrett and Billy the Kid ,Western,3.75,1973,2.0
6492,53140,"Librarian: Quest for the Spear, The ",Action|Adventure|Comedy|Fantasy|Romance,3.75,2004,2.0
4728,7050,Follow the Fleet ,Comedy|Musical|Romance,3.75,1936,2.0
8728,127096,Project Almanac ,Sci-Fi|Thriller,3.75,2015,4.0
7441,81132,Rubber ,Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,3.75,2010,2.0
3538,4836,"Competition, The ",Drama|Romance,3.75,1980,2.0
2173,2889,"Mystery, Alaska ",Comedy|Drama,3.75,1999,8.0
3346,4533,"Return of the Living Dead, The ",Comedy|Horror|Sci-Fi,3.75,1985,4.0
7567,85774,Senna ,Documentary,3.75,2010,6.0
8771,128852,Chris Rock: Bigger & Blacker ,Comedy,3.75,1999,2.0
5059,7930,"People Under the Stairs, The ",Horror|Mystery|Thriller,3.75,1991,2.0
7038,68952,Drag Me to Hell ,Comedy|Horror,3.75,2009,6.0
4758,7084,"Play It Again, Sam ",Comedy|Romance,3.75,1972,4.0
3129,4211,Reversal of Fortune ,Drama,3.75,1990,6.0
6484,53022,Wheels on Meals (Kuai can che) ,Action|Comedy|Crime|Romance,3.75,1984,2.0
4893,7327,Persona ,Drama,3.75,1966,6.0
6587,55272,We Own the Night ,Crime|Drama,3.75,2007,2.0
4756,7082,That Touch of Mink ,Comedy|Romance,3.75,1962,2.0
7982,96691,Resident Evil: Retribution ,Action|Horror|Sci-Fi|IMAX,3.75,2012,2.0
1864,2476,Heartbreak Ridge ,Action|War,3.75,1986,12.0
4985,7657,Versus ,Action|Comedy|Fantasy|Horror,3.75,2000,2.0
4829,7208,Dr. Jekyll and Mr. Hyde ,Drama|Horror,3.75,1941,2.0
2122,2819,Three Days of the Condor (3 Days of the Condor) ,Drama|Mystery|Romance|Thriller,3.75,1975,16.0
6373,49961,Notes on a Scandal ,Drama,3.75,2006,4.0
7000,67665,Anvil! The Story of Anvil ,Documentary|Musical,3.75,2008,2.0
9465,168266,T2: Trainspotting ,Crime|Drama,3.75,2017,4.0
2885,3859,"Eyes of Tammy Faye, The ",Documentary,3.75,2000,2.0
2887,3862,About Adam ,Comedy,3.75,2000,2.0
5925,33880,Me and You and Everyone We Know ,Comedy|Drama,3.75,2005,4.0
4566,6785,Seven Brides for Seven Brothers ,Comedy|Musical|Romance|Western,3.75,1954,4.0
5913,33683,High Tension (Haute tension) (Switchblade Romance) ,Horror|Thriller,3.75,2003,2.0
9314,159717,The Fundamentals of Caring ,Drama,3.75,2016,2.0
2741,3679,"Decline of Western Civilization, The ",Documentary|Musical,3.75,1981,2.0
7808,92422,"Woman in Black, The ",Drama|Horror|Thriller,3.75,2012,2.0
5224,8530,Dear Frankie ,Drama|Romance,3.75,2004,2.0
7924,95497,Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) ,Action|Adventure|Animation,3.75,1992,2.0
2738,3676,Eraserhead ,Drama|Horror,3.75,1977,10.0
1943,2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) ",Drama,3.75,1998,4.0
189,222,Circle of Friends ,Drama|Romance,3.75,1995,16.0
9352,161127,The Infiltrator ,Crime|Drama,3.75,2016,2.0
6780,60291,Gonzo: The Life and Work of Dr. Hunter S. Thompson ,Documentary,3.75,2008,2.0
9043,141749,The Danish Girl ,Drama,3.75,2015,2.0
7766,91488,"Snowman, The ",Animation|Children|Musical,3.75,1982,2.0
4539,6732,"Hello, Dolly! ",Comedy|Musical|Romance,3.75,1969,2.0
7759,91353,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) ,Adventure|Animation|Children|Comedy,3.75,1994,2.0
741,968,Night of the Living Dead ,Horror|Sci-Fi|Thriller,3.75,1968,28.0
5383,8973,Bad Education (La mala educación) ,Drama|Thriller,3.75,2004,8.0
2690,3606,On the Town ,Comedy|Musical|Romance,3.75,1949,4.0
9035,141408,Scouts Guide to the Zombie Apocalypse ,Action|Comedy|Horror,3.75,2015,2.0
9408,165103,Keeping Up with the Joneses ,Comedy,3.75,2016,2.0
7741,90866,Hugo ,Children|Drama|Mystery,3.75,2011,18.0
4260,6216,Nowhere in Africa (Nirgendwo in Afrika) ,Drama,3.75,2001,2.0
9442,167036,Sing ,Animation|Children|Comedy,3.75,2016,4.0
7728,90531,Shame ,Drama,3.75,2011,4.0
5410,25788,Scarface ,Crime|Drama,3.75,1932,2.0
1956,2594,Open Your Eyes (Abre los ojos) ,Drama|Romance|Sci-Fi|Thriller,3.75,1997,10.0
4605,6858,Knife in the Water (Nóz w wodzie) ,Drama,3.75,1962,2.0
9073,142509,Hardcore Henry ,Action|Adventure|Sci-Fi,3.75,2015,2.0
7855,93805,Iron Sky ,Action|Comedy|Sci-Fi,3.75,2012,2.0
9145,147372,Doctor Who: Last Christmas ,Adventure|Drama|Fantasy|Sci-Fi,3.75,2014,2.0
2266,3007,American Movie ,Documentary,3.75,1999,6.0
273,314,"Secret of Roan Inish, The ",Children|Drama|Fantasy|Mystery,3.75,1994,16.0
1819,2419,Extremities ,Drama|Thriller,3.75,1986,2.0
5268,8656,"Short Film About Killing, A (Krótki film o zabijaniu) ",Crime|Drama,3.75,1988,2.0
7361,78703,TiMER ,Comedy|Drama|Fantasy|Romance,3.75,2009,2.0
9128,146656,Creed ,Drama,3.75,2015,8.0
1855,2467,"Name of the Rose, The (Name der Rose, Der) ",Crime|Drama|Mystery|Thriller,3.75,1986,18.0
7112,70862,It Might Get Loud ,Documentary,3.75,2008,2.0
5990,36850,Police Story 2 (Ging chaat goo si juk jaap) ,Action|Comedy|Crime|Thriller,3.75,1988,2.0
5298,8778,Sherlock Holmes: Dressed to Kill ,Crime|Mystery,3.75,1946,2.0
6714,58803,21 ,Crime|Drama|Romance|Thriller,3.75,2008,18.0
5976,36363,Kin-Dza-Dza! ,Comedy|Drama|Sci-Fi,3.75,1986,2.0
1369,1873,"Misérables, Les ",Crime|Drama|Romance|War,3.75,1998,10.0
6705,58376,Zeitgeist: The Movie ,Documentary|War,3.75,2007,2.0
4127,5932,Burden of Dreams ,Documentary,3.75,1982,2.0
5244,8600,Angels with Dirty Faces ,Crime|Drama|Film-Noir|Thriller,3.75,1938,2.0
7898,95088,Safety Not Guaranteed ,Comedy|Drama,3.75,2012,6.0
2787,3728,One False Move ,Crime|Drama|Film-Noir|Thriller,3.75,1992,4.0
9089,143367,Silence ,Drama|Thriller,3.75,2016,2.0
1379,1889,Insomnia ,Drama|Mystery|Thriller,3.75,1997,8.0
4285,6263,Basic ,Drama|Thriller|War,3.75,2003,2.0
3722,5147,Wild Strawberries (Smultronstället) ,Drama,3.75,1957,4.0
5940,34271,Hustle & Flow ,Crime|Drama,3.75,2005,4.0
1609,2151,"Gods Must Be Crazy II, The ",Comedy,3.75,1989,6.0
6753,59604,"Girl Next Door, The ",Crime|Drama|Horror|Thriller,3.75,2007,2.0
7839,93297,Act of Valor ,Action|Thriller|War,3.75,2012,2.0
7838,93287,"Big Year, The ",Comedy,3.75,2011,4.0
2646,3543,Diner ,Comedy|Drama,3.75,1982,14.0
7304,76173,Micmacs (Micmacs à tire-larigot) ,Comedy|Crime,3.75,2009,2.0
9159,148424,Chi-Raq ,Comedy|Drama,3.75,2015,2.0
9472,168492,Call Me by Your Name ,Drama|Romance,3.75,2017,4.0
5717,27838,Mean Creek ,Drama|Thriller,3.75,2004,2.0
9653,180297,The Disaster Artist ,Comedy|Drama,3.75,2017,2.0
5692,27768,Intimate Strangers (Confidences trop intimes) ,Drama,3.75,2004,2.0
4635,6918,"Unvanquished, The (Aparajito) ",Drama,3.75,1957,2.0
9658,181065,Jack Whitehall: At Large ,Comedy,3.75,2017,2.0
369,425,Blue Sky ,Drama|Romance,3.75,1994,2.0
5686,27731,"Cat Returns, The (Neko no ongaeshi) ",Adventure|Animation|Children|Fantasy,3.75,2002,8.0
5672,27674,11:14 ,Comedy|Crime|Drama|Mystery|Thriller,3.75,2003,4.0
1505,2033,"Black Cauldron, The ",Adventure|Animation|Children|Fantasy,3.75,1985,8.0
5543,26631,Alice (Neco z Alenky) ,Animation|Fantasy|Mystery,3.75,1988,2.0
727,947,My Man Godfrey ,Comedy|Romance,3.75,1936,4.0
7571,85881,Win Win ,Comedy|Drama,3.75,2011,6.0
5545,26649,Lonesome Dove ,Adventure|Drama|Western,3.75,1989,2.0
2219,2948,From Russia with Love ,Action|Adventure|Thriller,3.75,1963,36.0
5658,27555,Fubar ,Comedy,3.75,2002,2.0
5651,27482,Cube 2: Hypercube ,Horror|Mystery|Sci-Fi,3.75,2002,2.0
374,430,Calendar Girl ,Comedy|Drama,3.75,1993,2.0
7233,73569,Project A 2 ('A' gai wak juk jap) ,Action|Comedy|Crime,3.75,1987,2.0
5642,27416,Jalla! Jalla! ,Comedy|Drama|Romance,3.75,2000,2.0
5632,27317,Audition (Ôdishon) ,Drama|Horror|Mystery|Romance|Thriller,3.75,1999,6.0
3848,5409,Rapid Fire ,Action,3.75,1992,2.0
7207,72737,"Princess and the Frog, The ",Animation|Children|Fantasy|Musical|Romance,3.75,2009,12.0
9720,189333,Mission: Impossible - Fallout ,Action|Adventure|Thriller,3.75,2018,2.0
2417,3211,"Cry in the Dark, A ",Drama,3.75,1988,2.0
4308,6296,"Mighty Wind, A ",Comedy|Musical,3.75,2003,14.0
5147,8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) ",Comedy|Drama|Romance,3.75,1990,2.0
7219,73211,Pontypool ,Horror|Thriller,3.75,2008,2.0
2992,4007,Wall Street ,Drama,3.75,1987,20.0
817,1077,Sleeper ,Comedy|Sci-Fi,3.75,1973,28.0
5720,27850,"Yes Men, The ",Documentary,3.75,2003,2.0
2373,3148,"Cider House Rules, The ",Drama,3.75,1999,26.0
54,61,Eye for an Eye ,Drama|Thriller,3.75,1996,6.0
5163,8363,Soul Plane ,Comedy,3.75,2004,2.0
9474,168612,Ghost in the Shell ,Action|Drama|Sci-Fi,3.75,2017,2.0
2929,3928,Abbott and Costello Meet Frankenstein ,Comedy|Horror,3.75,1948,4.0
9489,170355,Mulholland Dr. ,Drama|Mystery|Romance,3.75,1999,2.0
7715,90374,Martha Marcy May Marlene ,Drama|Thriller,3.75,2011,2.0
2335,3093,McCabe & Mrs. Miller ,Drama|Western,3.75,1971,4.0
6677,57772,World on a Wire (Welt am Draht) ,Crime|Sci-Fi,3.75,1973,2.0
4488,6636,"Sure Thing, The ",Comedy|Romance,3.75,1985,4.0
7279,74791,"Town Called Panic, A (Panique au village) ",Animation,3.75,2009,2.0
2592,3467,Hud ,Drama|Western,3.75,1963,4.0
7707,90057,Take Shelter ,Drama,3.75,2011,2.0
9522,171765,Okja ,Action|Adventure|Drama|Sci-Fi,3.75,2017,2.0
7705,89939,Gigi ,Comedy,3.75,1949,2.0
5465,26159,Tokyo Drifter (Tôkyô nagaremono) ,Action|Crime|Drama,3.75,1966,2.0
2569,3436,Dying Young ,Drama|Romance,3.75,1991,4.0
3814,5341,Lenny ,Drama,3.75,1974,2.0
6097,42191,Luxo Jr. ,Animation|Children,3.75,1986,2.0
5479,26249,They Call Me Trinity ,Comedy|Western,3.75,1971,2.0
1029,1341,Burnt Offerings ,Horror,3.75,1976,2.0
7268,74668,District 13: Ultimatum (Banlieue 13 - Ultimatum) ,Action|Sci-Fi,3.75,2009,2.0
3647,5011,Charlotte Gray ,Drama|Romance,3.75,2001,2.0
8947,136562,Steve Jobs ,Drama,3.75,2015,6.0
6110,42730,Glory Road ,Drama,3.75,2006,2.0
8940,136449,Ghost in the Shell 2.0 ,Action|Animation|Sci-Fi,3.75,2008,2.0
2955,3963,"Unsinkable Molly Brown, The ",Musical,3.75,1964,2.0
5746,30850,"Merchant of Venice, The ",Drama,3.75,2004,4.0
6863,62383,"20,000 Leagues Under the Sea ",Action|Adventure|Sci-Fi,3.75,1916,2.0
4290,6268,Raising Victor Vargas ,Comedy|Drama|Romance,3.75,2002,2.0
1158,1527,"Fifth Element, The ",Action|Adventure|Comedy|Sci-Fi,3.75,1997,116.0
2920,3916,Remember the Titans ,Drama,3.74,2000,41.0
5365,8949,Sideways ,Comedy|Drama|Romance,3.74,2004,39.0
973,1274,Akira ,Action|Adventure|Animation|Sci-Fi,3.74,1988,39.0
8395,110102,Captain America: The Winter Soldier ,Action|Adventure|Sci-Fi|IMAX,3.74,2014,31.0
2265,3006,"Insider, The ",Drama|Thriller,3.74,1999,31.0
2596,3471,Close Encounters of the Third Kind ,Adventure|Drama|Sci-Fi,3.74,1977,60.0
1124,1466,Donnie Brasco ,Crime|Drama,3.74,1997,52.0
1439,1962,Driving Miss Daisy ,Drama,3.74,1989,23.0
8235,104211,We're the Millers ,Comedy|Crime,3.74,2013,21.0
375,431,Carlito's Way ,Crime|Drama,3.74,1993,42.0
1547,2083,"Muppet Christmas Carol, The ",Children|Comedy|Musical,3.74,1992,19.0
8013,97752,Cloud Atlas ,Drama|Sci-Fi|IMAX,3.74,2012,19.0
6927,64839,"Wrestler, The ",Drama,3.74,2008,34.0
3565,4881,"Man Who Wasn't There, The ",Crime|Drama,3.74,2001,17.0
959,1260,M ,Crime|Film-Noir|Thriller,3.73,1931,15.0
1579,2118,"Dead Zone, The ",Thriller,3.73,1983,15.0
2233,2968,Time Bandits ,Adventure|Comedy|Fantasy|Sci-Fi,3.73,1981,41.0
984,1285,Heathers ,Comedy,3.73,1989,41.0
1530,2065,"Purple Rose of Cairo, The ",Comedy|Drama|Fantasy|Romance,3.73,1985,13.0
4862,7265,"Dreamers, The ",Drama,3.73,2003,13.0
6277,47629,The Queen ,Drama,3.73,2006,13.0
2292,3039,Trading Places ,Comedy,3.73,1983,39.0
974,1275,Highlander ,Action|Adventure|Fantasy,3.73,1986,48.0
7697,89774,Warrior ,Drama,3.73,2011,11.0
8692,122906,Black Panther ,Action|Adventure|Sci-Fi,3.73,2017,11.0
4161,5991,Chicago ,Comedy|Crime|Drama|Musical,3.72,2002,49.0
4334,6333,X2: X-Men United ,Action|Adventure|Sci-Fi|Thriller,3.72,2003,76.0
8689,122900,Ant-Man ,Action|Adventure|Sci-Fi,3.72,2015,27.0
6293,47997,Idiocracy ,Adventure|Comedy|Sci-Fi|Thriller,3.72,2006,18.0
372,428,"Bronx Tale, A ",Drama,3.72,1993,18.0
213,249,Immortal Beloved ,Drama|Romance,3.72,1994,18.0
3355,4553,They Live ,Action|Sci-Fi|Thriller,3.72,1988,9.0
2407,3196,Stalag 17 ,Drama|War,3.72,1953,9.0
4575,6796,Boyz N the Hood ,Crime|Drama,3.72,1991,18.0
2620,3505,No Way Out ,Drama|Mystery|Thriller,3.72,1987,9.0
1459,1982,Halloween ,Horror,3.72,1978,27.0
809,1059,William Shakespeare's Romeo + Juliet ,Drama|Romance,3.72,1996,36.0
6006,37731,Green Street Hooligans (a.k.a. Hooligans) ,Crime|Drama,3.72,2005,9.0
4526,6708,Matchstick Men ,Comedy|Crime|Drama,3.72,2003,34.0
2590,3462,Modern Times ,Comedy|Drama|Romance,3.72,1936,25.0
2103,2797,Big ,Comedy|Drama|Fantasy|Romance,3.72,1988,91.0
1575,2114,"Outsiders, The ",Drama,3.72,1983,16.0
7171,72011,Up in the Air ,Drama|Romance,3.72,2009,32.0
5388,8981,Closer ,Drama|Romance,3.72,2004,16.0
